rep	case	h2	env	ts	Qx	P-Chi	P-EN
T70	C1	diff-0.3	env-5.0	p-0.50	48.2773597367089	3.69999560815523e-12	0.057
T71	C1	diff-0.3	env-5.0	p-0.50	0.824152545347785	0.36396884994696	0.655
T72	C1	diff-0.3	env-5.0	p-0.50	1.58582248523304	0.207924000946194	0.42
T73	C1	diff-0.3	env-5.0	p-0.50	-6.250983249608	1	0.773
T74	C1	diff-0.3	env-5.0	p-0.50	0.448586574474696	0.503006932920496	0.756
T75	C1	diff-0.3	env-5.0	p-0.50	-9.63646744435266	1	0.466
T76	C1	diff-0.3	env-5.0	p-0.50	-0.00209867127986929	1	0.025
T77	C1	diff-0.3	env-5.0	p-0.50	0.269906367586267	0.603394588609065	0.673
T78	C1	diff-0.3	env-5.0	p-0.50	4.70684727040908	0.0300426991264449	0.103
T79	C1	diff-0.3	env-5.0	p-0.50	-0.249194722738787	1	0.272
T80	C1	diff-0.3	env-5.0	p-0.50	-14.7060886955888	1	0.952
T81	C1	diff-0.3	env-5.0	p-0.50	5.07110606418075	0.0243278559893182	0.561
T82	C1	diff-0.3	env-5.0	p-0.50	3.28908635486381	0.0697418197919783	0.54
T83	C1	diff-0.3	env-5.0	p-0.50	0.000501909143614165	0.982126224980078	0.99
T84	C1	diff-0.3	env-5.0	p-0.50	6.96488640544771	0.00831247098570286	0.269
T85	C1	diff-0.3	env-5.0	p-0.50	-0.36479185307686	1	0.104
T86	C1	diff-0.3	env-5.0	p-0.50	-14.3136087443644	1	0.842
T87	C1	diff-0.3	env-5.0	p-0.50	-0.0159235906765395	1	0.03
T88	C1	diff-0.3	env-5.0	p-0.50	-182.060341242808	1	0.956
T89	C1	diff-0.3	env-5.0	p-0.50	0.145846314249325	0.702536798666762	0.798
T90	C1	diff-0.3	env-5.0	p-0.50	-5.1720850526373	1	0.671
T91	C1	diff-0.3	env-5.0	p-0.50	0.519412193189744	0.47109253138306	0.636
T92	C1	diff-0.3	env-5.0	p-0.50	0.891641417183868	0.345032886757497	0.981
T93	C1	diff-0.3	env-5.0	p-0.50	-22.8431510822269	1	0.82
T94	C1	diff-0.3	env-5.0	p-0.50	-3.64034723945584	1	0.694
T95	C1	diff-0.3	env-5.0	p-0.50	-3.8557214063901	1	0.69
T96	C1	diff-0.3	env-5.0	p-0.50	3.78226914331893	0.0517983699264133	0.129
T97	C1	diff-0.3	env-5.0	p-0.50	3.02619774945451	0.081929805038926	0.404
T98	C1	diff-0.3	env-5.0	p-0.50	-1.22511222395489	1	0.281
T99	C1	diff-0.3	env-5.0	p-0.50	-1.88764476146292e-05	1	0.004
T100	C1	diff-0.3	env-5.0	p-0.50	0.800231968270875	0.3710240238762	0.748
T1	C1	same-0.3	env-0.0	p-0.55	-5.66321680494226	1	0.869
T2	C1	same-0.3	env-0.0	p-0.55	1.89628772942895	0.168494429465586	0.312
T3	C1	same-0.3	env-0.0	p-0.55	0.0368691814858065	0.847731636217832	0.903
T4	C1	same-0.3	env-0.0	p-0.55	8.893340064396e-06	0.997620575837796	0.997
T5	C1	same-0.3	env-0.0	p-0.55	-106.144833749681	1	0.994
T6	C1	same-0.3	env-0.0	p-0.55	2.65860198035015	0.102991220169563	0.198
T7	C1	same-0.3	env-0.0	p-0.55	1.2050887755352	0.272306963102368	0.531
T8	C1	same-0.3	env-0.0	p-0.55	0.275898440876166	0.59940221300085	0.676
T9	C1	same-0.3	env-0.0	p-0.55	1.09222306914414	0.295979173044591	0.51
T10	C1	same-0.3	env-0.0	p-0.55	-34.5703359957829	1	0.837
T11	C1	same-0.3	env-0.0	p-0.55	-2.35046218393318	1	0.818
T12	C1	same-0.3	env-0.0	p-0.55	2.93504232924773	0.086676390946441	0.358
T13	C1	same-0.3	env-0.0	p-0.55	-4.03018684508078	1	0.657
T14	C1	same-0.3	env-0.0	p-0.55	4.02946193094772	0.0447121991305048	0.197
T15	C1	same-0.3	env-0.0	p-0.55	-19.5858229739704	1	0.851
T16	C1	same-0.3	env-0.0	p-0.55	-15.0065500912839	1	0.9
T17	C1	same-0.3	env-0.0	p-0.55	-4.32706971764171	1	0.96
T18	C1	same-0.3	env-0.0	p-0.55	0.708970765285096	0.399785704745847	0.811
T19	C1	same-0.3	env-0.0	p-0.55	7.06947816123343	0.00784080889053203	0.106
T20	C1	same-0.3	env-0.0	p-0.55	-42.0518045694633	1	0.916
T21	C1	same-0.3	env-0.0	p-0.55	-29.3400435556509	1	0.736
T22	C1	same-0.3	env-0.0	p-0.55	-41.7914037361495	1	0.889
T23	C1	same-0.3	env-0.0	p-0.55	3.77608749971853	0.0519900943721714	0.362
T24	C1	same-0.3	env-0.0	p-0.55	15.6328827063885	7.69055482231947e-05	0.031
T25	C1	same-0.3	env-0.0	p-0.55	-8.13365399878798	1	0.882
T26	C1	same-0.3	env-0.0	p-0.55	0.139665157890325	0.708614117771421	0.852
T27	C1	same-0.3	env-0.0	p-0.55	-79.1009051989357	1	0.975
T28	C1	same-0.3	env-0.0	p-0.55	181.132738890007	2.7422159649633e-41	0.088
T29	C1	same-0.3	env-0.0	p-0.55	-2.8544395494944	1	0.69
T30	C1	same-0.3	env-0.0	p-0.55	38.8715095866194	4.5263878184544e-10	0.019
T31	C1	same-0.3	env-0.0	p-0.55	10.3686785928728	0.00128171253832392	0.378
T32	C1	same-0.3	env-0.0	p-0.55	-0.00862844172671902	1	0.019
T33	C1	same-0.3	env-0.0	p-0.55	-131.843733578048	1	0.998
T34	C1	same-0.3	env-0.0	p-0.55	11.1243064060266	0.000852037318040343	0.186
T35	C1	same-0.3	env-0.0	p-0.55	-15.1597715079576	1	0.99
T36	C1	same-0.3	env-0.0	p-0.55	-1.70766038600778	1	0.376
T37	C1	same-0.3	env-0.0	p-0.55	-2.9948563389636	1	0.704
T38	C1	same-0.3	env-0.0	p-0.55	15.498706565353	8.2561728858086e-05	0.242
T39	C1	same-0.3	env-0.0	p-0.55	-0.699005429528583	1	0.21
T40	C1	same-0.3	env-0.0	p-0.55	-365.460899679232	1	0.904
T41	C1	same-0.3	env-0.0	p-0.55	2.94118144003243	0.0863475553468482	0.301
T42	C1	same-0.3	env-0.0	p-0.55	-9.56543402788993	1	0.723
T43	C1	same-0.3	env-0.0	p-0.55	88.4665390467154	5.17020893630322e-21	0.003
T44	C1	same-0.3	env-0.0	p-0.55	21.7451099461868	3.11382545241151e-06	0.119
T45	C1	same-0.3	env-0.0	p-0.55	11.7911994841153	0.00059511378585788	0.028
T46	C1	same-0.3	env-0.0	p-0.55	1.79890140167929	0.179845366820808	0.397
T47	C1	same-0.3	env-0.0	p-0.55	-0.764793856952666	1	0.323
T48	C1	same-0.3	env-0.0	p-0.55	-0.79392272517643	1	0.342
T49	C1	same-0.3	env-0.0	p-0.55	-0.142741918758391	1	0.207
T50	C1	same-0.3	env-0.0	p-0.55	0.0352539822660433	0.85106444963189	0.949
T51	C1	same-0.3	env-0.0	p-0.55	4.07247839312843	0.0435872774842215	0.402
T52	C1	same-0.3	env-0.0	p-0.55	-0.353461806132591	1	0.26
T53	C1	same-0.3	env-0.0	p-0.55	-0.685975333808063	1	0.399
T54	C1	same-0.3	env-0.0	p-0.55	1.87646050103122	0.170736980782341	0.305
T55	C1	same-0.3	env-0.0	p-0.55	3.13372735145358	0.0766882175964145	0.324
T56	C1	same-0.3	env-0.0	p-0.55	34.3013007847393	4.72066144285572e-09	0.021
T57	C1	same-0.3	env-0.0	p-0.55	2.02467393808982	0.154762137956663	0.392
T58	C1	same-0.3	env-0.0	p-0.55	9.0823558548861	0.00258087362858622	0.088
T59	C1	same-0.3	env-0.0	p-0.55	39.0485833461118	4.13388991391316e-10	0.056
T60	C1	same-0.3	env-0.0	p-0.55	10.0645339306009	0.00151150797370762	0.351
T61	C1	same-0.3	env-0.0	p-0.55	6.50927322660396	0.010731335922273	0.207
T62	C1	same-0.3	env-0.0	p-0.55	-32.4736904118766	1	0.989
T63	C1	same-0.3	env-0.0	p-0.55	-1.68624921893937	1	0.861
T64	C1	same-0.3	env-0.0	p-0.55	-2.5376497510752	1	0.805
T65	C1	same-0.3	env-0.0	p-0.55	3.91336869434374	0.0479034851347668	0.22
T66	C1	same-0.3	env-0.0	p-0.55	-0.69820479260315	1	0.576
T67	C1	same-0.3	env-0.0	p-0.55	1.92837602155267	0.164936225847128	0.443
T68	C1	same-0.3	env-0.0	p-0.55	2.49302192988625	0.114351969754972	0.372
T69	C1	same-0.3	env-0.0	p-0.55	13.8445266247961	0.000198574285425835	0
T70	C1	same-0.3	env-0.0	p-0.55	-23.0436681817698	1	0.993
T71	C1	same-0.3	env-0.0	p-0.55	1.16130729614625	0.28119458364951	0.582
T72	C1	same-0.3	env-0.0	p-0.55	0.652847248874905	0.419096549466916	0.632
T73	C1	same-0.3	env-0.0	p-0.55	-15.0509176311207	1	0.919
T74	C1	same-0.3	env-0.0	p-0.55	-1.39170875528829	1	0.427
T75	C1	same-0.3	env-0.0	p-0.55	-1.76892384695891	1	0.162
T76	C1	same-0.3	env-0.0	p-0.55	0.786725249038432	0.375092178711119	0.567
T77	C1	same-0.3	env-0.0	p-0.55	-0.512080255424263	1	0.212
T78	C1	same-0.3	env-0.0	p-0.55	-3.7596029913525	1	0.497
T79	C1	same-0.3	env-0.0	p-0.55	5.95460896413068	0.0146788584105277	0.324
T80	C1	same-0.3	env-0.0	p-0.55	-6.73383877064681	1	0.817
T81	C1	same-0.3	env-0.0	p-0.55	3.81319987468885	0.0508502180875526	0.257
T82	C1	same-0.3	env-0.0	p-0.55	-11.5743809810465	1	0.935
T83	C1	same-0.3	env-0.0	p-0.55	6.65417338352716	0.00989238515684484	0.038
T84	C1	same-0.3	env-0.0	p-0.55	-4.13622012791387	1	0.851
T85	C1	same-0.3	env-0.0	p-0.55	-699.794539994959	1	0.929
T86	C1	same-0.3	env-0.0	p-0.55	-48.8676844210966	1	0.998
T87	C1	same-0.3	env-0.0	p-0.55	-4.51318987763012	1	0.68
T88	C1	same-0.3	env-0.0	p-0.55	-0.944299357324459	1	0.504
T89	C1	same-0.3	env-0.0	p-0.55	3.42590387671547	0.0641811007092968	0.683
T90	C1	same-0.3	env-0.0	p-0.55	0.424525815490124	0.514687345816996	0.538
T91	C1	same-0.3	env-0.0	p-0.55	-10.3845454219863	1	0.846
T92	C1	same-0.3	env-0.0	p-0.55	-2.12912519679177	1	0.685
T93	C1	same-0.3	env-0.0	p-0.55	-30.8478120426064	1	0.962
T94	C1	same-0.3	env-0.0	p-0.55	-7.59833227819108	1	0.77
T95	C1	same-0.3	env-0.0	p-0.55	-0.00195980255601935	1	0.021
T96	C1	same-0.3	env-0.0	p-0.55	74.530996893657	5.96936109410286e-18	0.172
T97	C1	same-0.3	env-0.0	p-0.55	1.46772110050589	0.225705597165647	0.411
T98	C1	same-0.3	env-0.0	p-0.55	14.7516716680151	0.000122638746357779	0.527
T99	C1	same-0.3	env-0.0	p-0.55	1.92669708484716	0.165120253831901	0.709
T100	C1	same-0.3	env-0.0	p-0.55	-3.80302213306787	1	0.778
T1	C1	diff-0.3	env-0.0	p-0.55			
T2	C1	diff-0.3	env-0.0	p-0.55			
T3	C1	diff-0.3	env-0.0	p-0.55			
T4	C1	diff-0.3	env-0.0	p-0.55			
T5	C1	diff-0.3	env-0.0	p-0.55			
T6	C1	diff-0.3	env-0.0	p-0.55			
T7	C1	diff-0.3	env-0.0	p-0.55			
T8	C1	diff-0.3	env-0.0	p-0.55			
T9	C1	diff-0.3	env-0.0	p-0.55			
T10	C1	diff-0.3	env-0.0	p-0.55			
T11	C1	diff-0.3	env-0.0	p-0.55			
T12	C1	diff-0.3	env-0.0	p-0.55			
T13	C1	diff-0.3	env-0.0	p-0.55			
T14	C1	diff-0.3	env-0.0	p-0.55			
T15	C1	diff-0.3	env-0.0	p-0.55			
T16	C1	diff-0.3	env-0.0	p-0.55			
T17	C1	diff-0.3	env-0.0	p-0.55			
T18	C1	diff-0.3	env-0.0	p-0.55			
T19	C1	diff-0.3	env-0.0	p-0.55			
T20	C1	diff-0.3	env-0.0	p-0.55			
T21	C1	diff-0.3	env-0.0	p-0.55			
T22	C1	diff-0.3	env-0.0	p-0.55			
T23	C1	diff-0.3	env-0.0	p-0.55			
T24	C1	diff-0.3	env-0.0	p-0.55			
T25	C1	diff-0.3	env-0.0	p-0.55			
T26	C1	diff-0.3	env-0.0	p-0.55			
T27	C1	diff-0.3	env-0.0	p-0.55			
T28	C1	diff-0.3	env-0.0	p-0.55			
T29	C1	diff-0.3	env-0.0	p-0.55			
T30	C1	diff-0.3	env-0.0	p-0.55			
T31	C1	diff-0.3	env-0.0	p-0.55			
T32	C1	diff-0.3	env-0.0	p-0.55			
T33	C1	diff-0.3	env-0.0	p-0.55			
T34	C1	diff-0.3	env-0.0	p-0.55			
T35	C1	diff-0.3	env-0.0	p-0.55			
T36	C1	diff-0.3	env-0.0	p-0.55			
T37	C1	diff-0.3	env-0.0	p-0.55			
T38	C1	diff-0.3	env-0.0	p-0.55			
T39	C1	diff-0.3	env-0.0	p-0.55			
T40	C1	diff-0.3	env-0.0	p-0.55			
T41	C1	diff-0.3	env-0.0	p-0.55			
T42	C1	diff-0.3	env-0.0	p-0.55			
T43	C1	diff-0.3	env-0.0	p-0.55			
T44	C1	diff-0.3	env-0.0	p-0.55			
T45	C1	diff-0.3	env-0.0	p-0.55			
T46	C1	diff-0.3	env-0.0	p-0.55			
T47	C1	diff-0.3	env-0.0	p-0.55			
T48	C1	diff-0.3	env-0.0	p-0.55			
T49	C1	diff-0.3	env-0.0	p-0.55			
T50	C1	diff-0.3	env-0.0	p-0.55			
T51	C1	diff-0.3	env-0.0	p-0.55			
T52	C1	diff-0.3	env-0.0	p-0.55			
T53	C1	diff-0.3	env-0.0	p-0.55			
T54	C1	diff-0.3	env-0.0	p-0.55			
T55	C1	diff-0.3	env-0.0	p-0.55			
T56	C1	diff-0.3	env-0.0	p-0.55			
T57	C1	diff-0.3	env-0.0	p-0.55			
T58	C1	diff-0.3	env-0.0	p-0.55			
T59	C1	diff-0.3	env-0.0	p-0.55			
T60	C1	diff-0.3	env-0.0	p-0.55			
T61	C1	diff-0.3	env-0.0	p-0.55			
T62	C1	diff-0.3	env-0.0	p-0.55			
T63	C1	diff-0.3	env-0.0	p-0.55			
T64	C1	diff-0.3	env-0.0	p-0.55			
T65	C1	diff-0.3	env-0.0	p-0.55			
T66	C1	diff-0.3	env-0.0	p-0.55			
T67	C1	diff-0.3	env-0.0	p-0.55			
T68	C1	diff-0.3	env-0.0	p-0.55			
T69	C1	diff-0.3	env-0.0	p-0.55			
T70	C1	diff-0.3	env-0.0	p-0.55			
T71	C1	diff-0.3	env-0.0	p-0.55			
T72	C1	diff-0.3	env-0.0	p-0.55			
T73	C1	diff-0.3	env-0.0	p-0.55			
T74	C1	diff-0.3	env-0.0	p-0.55			
T75	C1	diff-0.3	env-0.0	p-0.55			
T76	C1	diff-0.3	env-0.0	p-0.55			
T77	C1	diff-0.3	env-0.0	p-0.55			
T78	C1	diff-0.3	env-0.0	p-0.55			
T79	C1	diff-0.3	env-0.0	p-0.55			
T80	C1	diff-0.3	env-0.0	p-0.55			
T81	C1	diff-0.3	env-0.0	p-0.55			
T82	C1	diff-0.3	env-0.0	p-0.55			
T83	C1	diff-0.3	env-0.0	p-0.55			
T84	C1	diff-0.3	env-0.0	p-0.55			
T85	C1	diff-0.3	env-0.0	p-0.55			
T86	C1	diff-0.3	env-0.0	p-0.55			
T87	C1	diff-0.3	env-0.0	p-0.55			
T88	C1	diff-0.3	env-0.0	p-0.55			
T89	C1	diff-0.3	env-0.0	p-0.55			
T90	C1	diff-0.3	env-0.0	p-0.55			
T91	C1	diff-0.3	env-0.0	p-0.55			
T92	C1	diff-0.3	env-0.0	p-0.55			
T93	C1	diff-0.3	env-0.0	p-0.55			
T94	C1	diff-0.3	env-0.0	p-0.55			
T95	C1	diff-0.3	env-0.0	p-0.55			
T96	C1	diff-0.3	env-0.0	p-0.55			
T97	C1	diff-0.3	env-0.0	p-0.55			
T98	C1	diff-0.3	env-0.0	p-0.55			
T99	C1	diff-0.3	env-0.0	p-0.55			
T100	C1	diff-0.3	env-0.0	p-0.55			
T1	C1	same-0.3	env-5.0	p-0.55	-0.304210684258735	1	0.22
T2	C1	same-0.3	env-5.0	p-0.55	-46.1227837597738	1	0.977
T3	C1	same-0.3	env-5.0	p-0.55	9.49115699662555	0.00206464581357778	0.075
T4	C1	same-0.3	env-5.0	p-0.55	-9.23964771079325	1	0.808
T5	C1	same-0.3	env-5.0	p-0.55	-5.22325665446718	1	0.924
T6	C1	same-0.3	env-5.0	p-0.55	-0.0189356713052652	1	0.036
T7	C1	same-0.3	env-5.0	p-0.55	0.0942391364079134	0.758855600161036	0.85
T8	C1	same-0.3	env-5.0	p-0.55	-0.631029641390752	1	0.401
T9	C1	same-0.3	env-5.0	p-0.55	9.69199991950923	0.00185071998405747	0.212
T10	C1	same-0.3	env-5.0	p-0.55	0.233130972672808	0.629211915263292	0.827
T11	C1	same-0.3	env-5.0	p-0.55	-2.21003250683156	1	0.688
T12	C1	same-0.3	env-5.0	p-0.55	19.8838524256169	8.22924800313129e-06	0.016
T13	C1	same-0.3	env-5.0	p-0.55	3.43560481098031	0.0638052193758066	0.404
T14	C1	same-0.3	env-5.0	p-0.55	-15.6415078707819	1	0.891
T15	C1	same-0.3	env-5.0	p-0.55	0.629355861200439	0.427591686690362	0.912
T16	C1	same-0.3	env-5.0	p-0.55	3.36706535285584	0.0665121352151184	0.137
T17	C1	same-0.3	env-5.0	p-0.55	7.97315093578594	0.00474762261266762	0.052
T18	C1	same-0.3	env-5.0	p-0.55	13.0574787556655	0.00030207579040813	0.015
T19	C1	same-0.3	env-5.0	p-0.55	-1.93315308810244	1	0.336
T20	C1	same-0.3	env-5.0	p-0.55	2.41492373074346	0.120183823311748	0.376
T21	C1	same-0.3	env-5.0	p-0.55	-3.31158578060092	1	0.804
T22	C1	same-0.3	env-5.0	p-0.55	11.716035853713	0.000619638098733008	0.133
T23	C1	same-0.3	env-5.0	p-0.55	0.684079569621166	0.408185468767547	0.591
T24	C1	same-0.3	env-5.0	p-0.55	0.319458935045064	0.571932986716321	0.675
T25	C1	same-0.3	env-5.0	p-0.55	3.21282162622061	0.0730633840855035	0.236
T26	C1	same-0.3	env-5.0	p-0.55	7.04439657885819	0.00795136079053536	0.112
T27	C1	same-0.3	env-5.0	p-0.55	-16.6529226641695	1	0.892
T28	C1	same-0.3	env-5.0	p-0.55	-414.649560519009	1	0.834
T29	C1	same-0.3	env-5.0	p-0.55	2.08334845208313	0.148913198647282	0.395
T30	C1	same-0.3	env-5.0	p-0.55	-5.71682354118858	1	0.919
T31	C1	same-0.3	env-5.0	p-0.55	3.63335427463006	0.056632569046758	0.412
T32	C1	same-0.3	env-5.0	p-0.55	-191.415168570759	1	0.982
T33	C1	same-0.3	env-5.0	p-0.55	2.81067589120407	0.09363891631642	0.559
T34	C1	same-0.3	env-5.0	p-0.55	-2.2357459638682	1	0.666
T35	C1	same-0.3	env-5.0	p-0.55	-0.00177890720442902	1	0.018
T36	C1	same-0.3	env-5.0	p-0.55	-8.51051352828286	1	0.855
T37	C1	same-0.3	env-5.0	p-0.55	0.112975568464519	0.736781595232053	0.918
T38	C1	same-0.3	env-5.0	p-0.55	-3.03489234072002	1	0.811
T39	C1	same-0.3	env-5.0	p-0.55	-12.2145568544089	1	0.973
T40	C1	same-0.3	env-5.0	p-0.55	-10.6436498151916	1	0.733
T41	C1	same-0.3	env-5.0	p-0.55	-33.0182378917106	1	0.957
T42	C1	same-0.3	env-5.0	p-0.55	5.16067334950044	0.0231039383461288	0.325
T43	C1	same-0.3	env-5.0	p-0.55	0.541965816322547	0.461619168401953	0.705
T44	C1	same-0.3	env-5.0	p-0.55	-2.41119144480769	1	0.841
T45	C1	same-0.3	env-5.0	p-0.55	-3.33484206184243	1	0.368
T46	C1	same-0.3	env-5.0	p-0.55	1.16285797789587	0.280873608617656	0.449
T47	C1	same-0.3	env-5.0	p-0.55	-7.09696855572951	1	0.954
T48	C1	same-0.3	env-5.0	p-0.55	-0.0312403284531969	1	0.089
T49	C1	same-0.3	env-5.0	p-0.55	32.0990579292829	1.46508340934084e-08	0.245
T50	C1	same-0.3	env-5.0	p-0.55	-0.287421138783283	1	0.104
T51	C1	same-0.3	env-5.0	p-0.55	5.89358364554867	0.0151961457789894	0.029
T52	C1	same-0.3	env-5.0	p-0.55	-0.329094475050488	1	0.053
T53	C1	same-0.3	env-5.0	p-0.55	-24.2088550693383	1	0.962
T54	C1	same-0.3	env-5.0	p-0.55	-68.612090006408	1	0.597
T55	C1	same-0.3	env-5.0	p-0.55	-3.14833831063848e-05	1	0.004
T56	C1	same-0.3	env-5.0	p-0.55	0.930940492150897	0.334618657979327	0.407
T57	C1	same-0.3	env-5.0	p-0.55	-40.0440551678647	1	0.948
T58	C1	same-0.3	env-5.0	p-0.55	5.60184098959495	0.0179416146771795	0.189
T59	C1	same-0.3	env-5.0	p-0.55	12.4780054439919	0.000411771622852162	0.036
T60	C1	same-0.3	env-5.0	p-0.55	-1.13829530921214	1	0.638
T61	C1	same-0.3	env-5.0	p-0.55	-3.69554695209045	1	0.794
T62	C1	same-0.3	env-5.0	p-0.55	-7.65988954885352	1	0.656
T63	C1	same-0.3	env-5.0	p-0.55	-8.0536253961615	1	0.602
T64	C1	same-0.3	env-5.0	p-0.55	-2.54005941483855	1	0.893
T65	C1	same-0.3	env-5.0	p-0.55	220.690330499676	6.39449062571836e-50	0.041
T66	C1	same-0.3	env-5.0	p-0.55	40.942776892653	1.56752283971483e-10	0.721
T67	C1	same-0.3	env-5.0	p-0.55	0.902435283522689	0.3421295603727	0.541
T68	C1	same-0.3	env-5.0	p-0.55	-7.87629575108068	1	0.97
T69	C1	same-0.3	env-5.0	p-0.55	0.385273591820804	0.534794324893775	0.7
T70	C1	same-0.3	env-5.0	p-0.55	4.04870821845732	0.044205159192963	0.147
T71	C1	same-0.3	env-5.0	p-0.55	6.52522108096175	0.0106355328187849	0.051
T72	C1	same-0.3	env-5.0	p-0.55	-66.6577085023549	1	0.549
T73	C1	same-0.3	env-5.0	p-0.55	-3.92247180346457	1	0.596
T74	C1	same-0.3	env-5.0	p-0.55	-1.32375721191981	1	0.55
T75	C1	same-0.3	env-5.0	p-0.55	-14.412256252556	1	0.75
T76	C1	same-0.3	env-5.0	p-0.55	-20.6233486726546	1	0.485
T77	C1	same-0.3	env-5.0	p-0.55	0.548697410354686	0.458850420498261	0.883
T78	C1	same-0.3	env-5.0	p-0.55	-3.76148402594813	1	0.798
T79	C1	same-0.3	env-5.0	p-0.55	-2.04819417205308	1	0.709
T80	C1	same-0.3	env-5.0	p-0.55	9.84714660680504	0.00170095389234897	0.382
T81	C1	same-0.3	env-5.0	p-0.55	6.31590086147178	0.011965993424543	0.03
T82	C1	same-0.3	env-5.0	p-0.55	-53.2950048237745	1	0.911
T83	C1	same-0.3	env-5.0	p-0.55	-0.000504643512227851	1	0.004
T84	C1	same-0.3	env-5.0	p-0.55	-25.8385251081212	1	0.982
T85	C1	same-0.3	env-5.0	p-0.55	-41.4443739543705	1	0.943
T86	C1	same-0.3	env-5.0	p-0.55	3.82739313214033	0.0504212960688893	0.216
T87	C1	same-0.3	env-5.0	p-0.55	-1.69967521306617	1	0.21
T88	C1	same-0.3	env-5.0	p-0.55	8.29012723376598	0.00398611957404691	0.109
T89	C1	same-0.3	env-5.0	p-0.55	-1.54650616464996	1	0.265
T90	C1	same-0.3	env-5.0	p-0.55	9.35448329032983	0.00222440670785019	0.195
T91	C1	same-0.3	env-5.0	p-0.55	0.157842635738464	0.691150566248817	0.855
T92	C1	same-0.3	env-5.0	p-0.55	-9.56903351750948	1	0.495
T93	C1	same-0.3	env-5.0	p-0.55	-2.1988578076049	1	0.165
T94	C1	same-0.3	env-5.0	p-0.55	0.282815770006111	0.594861572607878	0.744
T95	C1	same-0.3	env-5.0	p-0.55	1.24456158134291	0.264593733506123	0.602
T96	C1	same-0.3	env-5.0	p-0.55	79.8855500223815	3.96737434226993e-19	0.334
T97	C1	same-0.3	env-5.0	p-0.55	9.70698175189928	0.00183569257477393	0.222
T98	C1	same-0.3	env-5.0	p-0.55	0.411785186462494	0.521064803164425	0.627
T99	C1	same-0.3	env-5.0	p-0.55	-6.73250192725563	1	0.874
T100	C1	same-0.3	env-5.0	p-0.55	7.74938133701644	0.00537309446159399	0.296
T1	C1	diff-0.3	env-5.0	p-0.55	-5.38146341817952	1	0.734
T2	C1	diff-0.3	env-5.0	p-0.55	2.59781006490331	0.107011490036696	0.187
T3	C1	diff-0.3	env-5.0	p-0.55	53.9437101566951	2.06316431935553e-13	0.003
T4	C1	diff-0.3	env-5.0	p-0.55	0.133801269268484	0.714522858368869	0.785
T5	C1	diff-0.3	env-5.0	p-0.55	10.2842388277178	0.00134171357695698	0.435
T6	C1	diff-0.3	env-5.0	p-0.55	8.61968528273273	0.00332549297512477	0.016
T7	C1	diff-0.3	env-5.0	p-0.55	-7.14776693340069	1	0.548
T8	C1	diff-0.3	env-5.0	p-0.55	-23.1790229403192	1	0.95
T9	C1	diff-0.3	env-5.0	p-0.55	13.9191393758614	0.000190845216487001	0.121
T10	C1	diff-0.3	env-5.0	p-0.55	2.53460159341067	0.111374995162134	0.488
T11	C1	diff-0.3	env-5.0	p-0.55	-0.265003134616814	1	0.242
T12	C1	diff-0.3	env-5.0	p-0.55	-39.23015928788	1	0.995
T13	C1	diff-0.3	env-5.0	p-0.55	8.93004077279622	0.00280518084332351	0.168
T14	C1	diff-0.3	env-5.0	p-0.55	3.80476647797773	0.0511069018748007	0.355
T15	C1	diff-0.3	env-5.0	p-0.55	-12.0513832336726	1	0.974
T16	C1	diff-0.3	env-5.0	p-0.55	0.317429830968635	0.573156331741531	0.718
T17	C1	diff-0.3	env-5.0	p-0.55	-23.2409247028211	1	0.972
T18	C1	diff-0.3	env-5.0	p-0.55	-4.74531188863675	1	0.874
T19	C1	diff-0.3	env-5.0	p-0.55	0.712882409446938	0.398488579368454	0.778
T20	C1	diff-0.3	env-5.0	p-0.55	3.0404843682093	0.0812116816182031	0.781
T21	C1	diff-0.3	env-5.0	p-0.55	-0.311815365802463	1	0.2
T22	C1	diff-0.3	env-5.0	p-0.55	2.33141753451498	0.12678637437943	0.281
T23	C1	diff-0.3	env-5.0	p-0.55	4.74883333700787	0.0293181650802469	0.263
T24	C1	diff-0.3	env-5.0	p-0.55	-1.98681768113073	1	0.709
T25	C1	diff-0.3	env-5.0	p-0.55	-18.0707500547174	1	0.829
T26	C1	diff-0.3	env-5.0	p-0.55	-1.45996212735158	1	0.688
T27	C1	diff-0.3	env-5.0	p-0.55	14.8681879390363	0.000115290980717645	0.025
T28	C1	diff-0.3	env-5.0	p-0.55	-1.85410576775732	1	0.66
T29	C1	diff-0.3	env-5.0	p-0.55	-6.15593118685484	1	0.838
T30	C1	diff-0.3	env-5.0	p-0.55	-4.87713328427096	1	0.934
T31	C1	diff-0.3	env-5.0	p-0.55	-3.70186895438749	1	0.399
T32	C1	diff-0.3	env-5.0	p-0.55	-11.9727138656866	1	0.411
T33	C1	diff-0.3	env-5.0	p-0.55	-6.70682757254535	1	0.872
T34	C1	diff-0.3	env-5.0	p-0.55	-337.83368654726	1	0.971
T35	C1	diff-0.3	env-5.0	p-0.55	-0.375352105923976	1	0.324
T36	C1	diff-0.3	env-5.0	p-0.55	-0.309173635438376	1	0.161
T37	C1	diff-0.3	env-5.0	p-0.55	-1.79140699410017	1	0.822
T38	C1	diff-0.3	env-5.0	p-0.55	-10.1846424576985	1	0.974
T39	C1	diff-0.3	env-5.0	p-0.55	0.96870882647131	0.32500240505738	0.557
