rep	case	h2	env	nc	nc_Tm	POP	LAT	LONG
T14	C1	cell-0	env-0.0	-0.7007806	-0.5513692	20	3	2
T14	C1	cell-0	env-0.0	-0.2835761	0.179467	20	3	2
T14	C1	cell-0	env-0.0	2.0471692	2.2499527	20	3	2
T14	C1	cell-0	env-0.0	0.2612494	0.5591643	20	3	2
T14	C1	cell-0	env-0.0	2.0102343	2.5669277	20	3	2
T14	C1	cell-0	env-0.0	1.079061	1.3260963	20	3	2
T14	C1	cell-0	env-0.0	-1.4303254	-0.9754407	20	3	2
T14	C1	cell-0	env-0.0	1.7183094	2.0452193	20	3	2
T14	C1	cell-0	env-0.0	-0.8533252	-0.662270100000001	20	3	2
T14	C1	cell-0	env-0.0	-0.9895773	-0.4719289	20	3	2
T14	C1	cell-0	env-0.0	-0.7551386	-0.3562545	20	3	2
T14	C1	cell-0	env-0.0	1.2874724	1.574786	20	3	2
T14	C1	cell-0	env-0.0	-0.4240162	-0.1739992	20	3	2
T14	C1	cell-0	env-0.0	1.0832401	1.4364918	21	3	3
T14	C1	cell-0	env-0.0	0.4768631	0.956845	21	3	3
T14	C1	cell-0	env-0.0	-0.0361967	0.4965153	21	3	3
T14	C1	cell-0	env-0.0	-0.5829065	-0.4935744	21	3	3
T14	C1	cell-0	env-0.0	-1.7928417	-1.4477082	21	3	3
T14	C1	cell-0	env-0.0	0.3436702	0.5524114	21	3	3
T14	C1	cell-0	env-0.0	-0.8882498	-0.4640798	21	3	3
T14	C1	cell-0	env-0.0	0.6474117	1.0571159	21	3	3
T14	C1	cell-0	env-0.0	0.0325268999999996	0.0488411000000003	21	3	3
T14	C1	cell-0	env-0.0	1.0769024	1.2751111	21	3	3
T14	C1	cell-0	env-0.0	-1.4289003	-0.8558873	21	3	3
T14	C1	cell-0	env-0.0	-1.3727142	-0.9661542	21	3	3
T14	C1	cell-0	env-0.0	1.1680305	1.3422199	21	3	3
T14	C1	cell-0	env-0.0	0.4968244	0.6663022	21	3	3
T14	C1	cell-0	env-0.0	-1.149768	-0.7153128	21	3	3
T14	C1	cell-0	env-0.0	0.6115256	0.844587800000001	21	3	3
T14	C1	cell-0	env-0.0	1.3123679	1.76667	21	3	3
T14	C1	cell-0	env-0.0	-0.8619882	-0.571768000000001	21	3	3
T14	C1	cell-0	env-0.0	0.5097638	1.064473	21	3	3
T14	C1	cell-0	env-0.0	-1.2223797	-0.9354812	21	3	3
T14	C1	cell-0	env-0.0	0.0870673999999999	0.1318619	22	3	4
T14	C1	cell-0	env-0.0	-1.9035003	-1.5546963	22	3	4
T14	C1	cell-0	env-0.0	-0.5440187	-0.3554714	22	3	4
T14	C1	cell-0	env-0.0	-0.468175	-0.1356115	22	3	4
T14	C1	cell-0	env-0.0	-1.3256151	-1.1339076	22	3	4
T14	C1	cell-0	env-0.0	1.155662	1.5360751	22	3	4
T14	C1	cell-0	env-0.0	0.4623644	0.7922539	22	3	4
T14	C1	cell-0	env-0.0	0.0471724000000003	0.625755699999999	22	3	4
T14	C1	cell-0	env-0.0	-0.7895781	-0.439929	22	3	4
T14	C1	cell-0	env-0.0	0.77957	0.8825456	22	3	4
T14	C1	cell-0	env-0.0	-0.0300199000000004	0.4666945	22	3	4
T14	C1	cell-0	env-0.0	0.6545502	1.1256666	22	3	4
T14	C1	cell-0	env-0.0	0.0385293	0.4015313	22	3	4
T14	C1	cell-0	env-0.0	-0.2651833	0.166699	22	3	4
T14	C1	cell-0	env-0.0	0.1026315	0.5145239	22	3	4
T14	C1	cell-0	env-0.0	-0.526740500000001	0.0513988000000012	22	3	4
T14	C1	cell-0	env-0.0	0.4834975	0.8314588	22	3	4
T14	C1	cell-0	env-0.0	-0.0485643999999999	-0.0537540000000007	22	3	4
T14	C1	cell-0	env-0.0	1.007743	1.3137522	22	3	4
T14	C1	cell-0	env-0.0	1.2591088	1.5849079	22	3	4
T14	C1	cell-0	env-0.0	-0.2320049	-0.0854690000000002	23	3	5
T14	C1	cell-0	env-0.0	-0.814946000000001	-0.5667765	23	3	5
T14	C1	cell-0	env-0.0	-2.3859269	-2.0429932	23	3	5
T14	C1	cell-0	env-0.0	-0.7158181	-0.1750879	23	3	5
T14	C1	cell-0	env-0.0	-1.0948628	-0.886357	23	3	5
T14	C1	cell-0	env-0.0	-0.5428737	-0.2351871	23	3	5
T14	C1	cell-0	env-0.0	0.0385763999999998	0.1340152	23	3	5
T14	C1	cell-0	env-0.0	-0.2041907	0.2599586	23	3	5
T14	C1	cell-0	env-0.0	-1.9581591	-1.5271994	23	3	5
T14	C1	cell-0	env-0.0	-0.5961501	-0.2477713	23	3	5
T14	C1	cell-0	env-0.0	0.715575	0.9222264	23	3	5
T14	C1	cell-0	env-0.0	-0.6391058	-0.4456629	23	3	5
T14	C1	cell-0	env-0.0	-2.3374621	-2.0502864	23	3	5
T14	C1	cell-0	env-0.0	-0.2168841	0.0856313999999997	23	3	5
T14	C1	cell-0	env-0.0	0.680412	1.1256044	23	3	5
T14	C1	cell-0	env-0.0	-0.683973800000001	-0.3695175	23	3	5
T14	C1	cell-0	env-0.0	-1.9873408	-1.7462332	23	3	5
T14	C1	cell-0	env-0.0	-2.1201215	-1.6528394	23	3	5
T14	C1	cell-0	env-0.0	-1.2830937	-0.8457766	23	3	5
T14	C1	cell-0	env-0.0	-1.2145609	-0.760754	23	3	5
T14	C1	cell-0	env-0.0	-0.242415100000001	0.1462041	24	4	0
T14	C1	cell-0	env-0.0	-1.0138781	-0.7234468	24	4	0
T14	C1	cell-0	env-0.0	-2.4394165	-2.2351032	24	4	0
T14	C1	cell-0	env-0.0	-1.3931314	-1.002804	24	4	0
T14	C1	cell-0	env-0.0	-2.7194916	-2.3796904	24	4	0
T14	C1	cell-0	env-0.0	-1.1519149	-1.0567844	24	4	0
T14	C1	cell-0	env-0.0	-0.1915954	-0.0950355000000003	24	4	0
T14	C1	cell-0	env-0.0	0.655083	0.8654583	24	4	0
T14	C1	cell-0	env-0.0	-0.1872401	0.1658506	24	4	0
T14	C1	cell-0	env-0.0	-1.1558002	-0.9241168	24	4	0
T14	C1	cell-0	env-0.0	1.5393788	2.0573137	24	4	0
T14	C1	cell-0	env-0.0	-1.3197427	-1.0803675	24	4	0
T14	C1	cell-0	env-0.0	1.233304	1.3844339	24	4	0
T14	C1	cell-0	env-0.0	-1.4470827	-0.9119523	24	4	0
T14	C1	cell-0	env-0.0	-0.425242200000001	-0.1614084	24	4	0
T14	C1	cell-0	env-0.0	0.6658572	0.9203767	24	4	0
T14	C1	cell-0	env-0.0	-1.0133013	-0.9190973	24	4	0
T14	C1	cell-0	env-0.0	-1.0564453	-0.8105479	24	4	0
T14	C1	cell-0	env-0.0	1.4232091	1.686158	24	4	0
T14	C1	cell-0	env-0.0	0.474804100000001	0.915295899999998	24	4	0
T14	C1	cell-0	env-0.0	0.1710581	0.1849451	25	4	1
T14	C1	cell-0	env-0.0	-1.0250958	-0.577006600000001	25	4	1
T14	C1	cell-0	env-0.0	-0.0457761000000001	0.298697299999999	25	4	1
T14	C1	cell-0	env-0.0	0.7604402	0.855164899999999	25	4	1
T14	C1	cell-0	env-0.0	0.0326819000000003	0.3898952	25	4	1
T14	C1	cell-0	env-0.0	1.436347	1.5443596	25	4	1
T14	C1	cell-0	env-0.0	0.4090853	1.137941	25	4	1
T14	C1	cell-0	env-0.0	0.410001500000001	0.8813847	25	4	1
T14	C1	cell-0	env-0.0	0.47123	0.5121191	25	4	1
T14	C1	cell-0	env-0.0	-0.7373921	-0.4993644	25	4	1
T14	C1	cell-0	env-0.0	0.763185000000001	0.9629724	25	4	1
T14	C1	cell-0	env-0.0	-1.7765043	-1.4556501	25	4	1
T14	C1	cell-0	env-0.0	0.3033772	0.5560571	25	4	1
T14	C1	cell-0	env-0.0	-0.290100700000001	0.0718506000000002	25	4	1
T14	C1	cell-0	env-0.0	1.1625498	1.3781647	25	4	1
T14	C1	cell-0	env-0.0	-1.0190976	-0.8118244	25	4	1
T14	C1	cell-0	env-0.0	-0.201150699999999	0.0970345000000001	25	4	1
T14	C1	cell-0	env-0.0	1.0057024	1.1940218	25	4	1
T14	C1	cell-0	env-0.0	1.0333351	1.260069	25	4	1
T14	C1	cell-0	env-0.0	-0.1154146	0.4129589	25	4	1
T14	C1	cell-0	env-0.0	-0.3251568	0.102365900000001	26	4	2
T14	C1	cell-0	env-0.0	0.7902833	1.2455651	26	4	2
T14	C1	cell-0	env-0.0	0.307882099999999	0.4990688	26	4	2
T14	C1	cell-0	env-0.0	-0.8744601	-0.6314074	26	4	2
T14	C1	cell-0	env-0.0	1.3285995	1.6878322	26	4	2
T14	C1	cell-0	env-0.0	1.3460468	1.5659724	26	4	2
T14	C1	cell-0	env-0.0	-0.2277956	0.3032346	26	4	2
T14	C1	cell-0	env-0.0	0.00724509999999995	0.3981597	26	4	2
T14	C1	cell-0	env-0.0	-0.6509816	-0.4116932	26	4	2
T14	C1	cell-0	env-0.0	-0.1967782	-0.0509421999999999	26	4	2
T14	C1	cell-0	env-0.0	-0.5578072	-0.3554662	26	4	2
T14	C1	cell-0	env-0.0	-1.0164071	-0.4654949	26	4	2
T14	C1	cell-0	env-0.0	-0.339518	0.1897394	26	4	2
T14	C1	cell-0	env-0.0	0.977451599999999	1.2257598	26	4	2
T14	C1	cell-0	env-0.0	-0.6344072	-0.1530833	26	4	2
T14	C1	cell-0	env-0.0	0.5567476	1.0137943	26	4	2
T14	C1	cell-0	env-0.0	2.6048206	2.919213	26	4	2
T14	C1	cell-0	env-0.0	-0.5210478	-0.0811611000000003	26	4	2
T14	C1	cell-0	env-0.0	0.562667	0.911128100000001	26	4	2
T14	C1	cell-0	env-0.0	-0.919678	-0.5117962	26	4	2
T14	C1	cell-0	env-0.0	-0.207004999999999	0.2717924	27	4	3
T14	C1	cell-0	env-0.0	-1.1108428	-0.7466855	27	4	3
T14	C1	cell-0	env-0.0	-1.7967639	-1.5079316	27	4	3
T14	C1	cell-0	env-0.0	1.0299379	1.2830195	27	4	3
T14	C1	cell-0	env-0.0	-1.2519508	-0.7846481	27	4	3
T14	C1	cell-0	env-0.0	-0.3972592	0.0482208000000003	27	4	3
T14	C1	cell-0	env-0.0	-0.1430454	0.0576872999999995	27	4	3
T14	C1	cell-0	env-0.0	-1.1013349	-0.7691476	27	4	3
T14	C1	cell-0	env-0.0	1.6783516	1.8862659	27	4	3
T14	C1	cell-0	env-0.0	1.1278824	1.7186428	27	4	3
T14	C1	cell-0	env-0.0	-1.6754963	-1.3754915	27	4	3
T14	C1	cell-0	env-0.0	-0.8686745	-0.2959946	27	4	3
T14	C1	cell-0	env-0.0	-1.4774996	-1.1370895	27	4	3
T14	C1	cell-0	env-0.0	0.0833881000000001	0.3257141	27	4	3
T14	C1	cell-0	env-0.0	1.1756331	1.3754321	27	4	3
T14	C1	cell-0	env-0.0	-0.2421336	1.65000000000165e-05	27	4	3
T14	C1	cell-0	env-0.0	0.0553184000000004	0.5304055	27	4	3
T14	C1	cell-0	env-0.0	-0.9600294	-0.8616886	27	4	3
T14	C1	cell-0	env-0.0	-0.4576404	-0.1921362	27	4	3
T14	C1	cell-0	env-0.0	-1.4783157	-0.9562447	27	4	3
T14	C1	cell-0	env-0.0	-0.0348887999999999	0.2200019	28	4	4
T14	C1	cell-0	env-0.0	0.583617000000001	1.0285701	28	4	4
T14	C1	cell-0	env-0.0	1.2262169	1.591899	28	4	4
T14	C1	cell-0	env-0.0	-2.7809054	-2.4931007	28	4	4
T14	C1	cell-0	env-0.0	0.9653574	1.4152239	28	4	4
T14	C1	cell-0	env-0.0	-0.7456438	-0.338997	28	4	4
T14	C1	cell-0	env-0.0	-1.2448946	-0.6973192	28	4	4
T14	C1	cell-0	env-0.0	-0.9184616	-0.598911399999999	28	4	4
T14	C1	cell-0	env-0.0	-1.1806501	-0.593658	28	4	4
T14	C1	cell-0	env-0.0	-0.3631847	0.197547699999999	28	4	4
T14	C1	cell-0	env-0.0	-1.2629508	-1.3277442	28	4	4
T14	C1	cell-0	env-0.0	0.1902798	0.2358927	28	4	4
T14	C1	cell-0	env-0.0	-0.4041237	-0.0125736999999998	28	4	4
T14	C1	cell-0	env-0.0	0.0932025000000001	0.1006097	28	4	4
T14	C1	cell-0	env-0.0	-0.9629704	-0.7809426	28	4	4
T14	C1	cell-0	env-0.0	0.1099384	0.4474845	28	4	4
T14	C1	cell-0	env-0.0	-0.2153885	0.180195900000001	28	4	4
T14	C1	cell-0	env-0.0	-1.4606913	-1.1399808	28	4	4
T14	C1	cell-0	env-0.0	-0.5655124	-0.2563237	28	4	4
T14	C1	cell-0	env-0.0	-0.2427245	-0.0455136999999997	28	4	4
T14	C1	cell-0	env-0.0	1.2500045	1.3832375	29	4	5
T14	C1	cell-0	env-0.0	-0.6784939	-0.218956600000001	29	4	5
T14	C1	cell-0	env-0.0	-1.1317679	-0.8327832	29	4	5
T14	C1	cell-0	env-0.0	-0.2580113	0.0745135999999993	29	4	5
T14	C1	cell-0	env-0.0	-1.2253174	-1.1398507	29	4	5
T14	C1	cell-0	env-0.0	-0.433382500000001	-0.0133249000000004	29	4	5
T14	C1	cell-0	env-0.0	-0.4321431	-0.0741007000000004	29	4	5
T14	C1	cell-0	env-0.0	0.2872616	0.6406633	29	4	5
T14	C1	cell-0	env-0.0	-0.196800299999999	0.0103092000000001	29	4	5
T14	C1	cell-0	env-0.0	-0.5727098	-0.3811777	29	4	5
T14	C1	cell-0	env-0.0	2.6539308	2.9620353	29	4	5
T14	C1	cell-0	env-0.0	-0.4815941	-0.1598509	29	4	5
T14	C1	cell-0	env-0.0	-1.0990845	-0.597839	29	4	5
T14	C1	cell-0	env-0.0	-1.9115511	-1.718407	29	4	5
T14	C1	cell-0	env-0.0	-0.6423949	-0.5280449	29	4	5
T14	C1	cell-0	env-0.0	-1.3180172	-0.9649089	29	4	5
T14	C1	cell-0	env-0.0	-1.7575015	-1.6785045	29	4	5
T14	C1	cell-0	env-0.0	0.00157020000000005	0.2054544	29	4	5
T14	C1	cell-0	env-0.0	-1.5646995	-1.3766197	29	4	5
T14	C1	cell-0	env-0.0	-1.5857628	-1.3946417	29	4	5
T14	C1	cell-0	env-0.0	-1.0313102	-0.584773900000001	30	5	0
T14	C1	cell-0	env-0.0	-0.0885279999999998	0.1191317	30	5	0
T14	C1	cell-0	env-0.0	0.1256034	0.4326192	30	5	0
T14	C1	cell-0	env-0.0	-1.0461481	-1.0466583	30	5	0
T14	C1	cell-0	env-0.0	-2.2649494	-1.9258952	30	5	0
T14	C1	cell-0	env-0.0	0.704326	0.8737671	30	5	0
T14	C1	cell-0	env-0.0	0.1368608	0.681367800000001	30	5	0
T14	C1	cell-0	env-0.0	0.365926	0.5653789	30	5	0
T14	C1	cell-0	env-0.0	-0.3031521	0.00207150000000035	30	5	0
T14	C1	cell-0	env-0.0	-0.0591101999999999	0.284075	30	5	0
T14	C1	cell-0	env-0.0	-0.7182431	-0.4189418	30	5	0
T14	C1	cell-0	env-0.0	0.7930041	1.1403067	30	5	0
T14	C1	cell-0	env-0.0	0.0518424000000005	0.3778834	30	5	0
T14	C1	cell-0	env-0.0	-0.7177152	-0.5191868	30	5	0
T14	C1	cell-0	env-0.0	-0.3425449	-0.2362054	30	5	0
T14	C1	cell-0	env-0.0	1.6910283	2.0219203	30	5	0
T14	C1	cell-0	env-0.0	0.0483965999999999	0.4459631	30	5	0
T14	C1	cell-0	env-0.0	0.0888189000000001	0.378329900000001	30	5	0
T14	C1	cell-0	env-0.0	-1.5194646	-1.2818	30	5	0
T14	C1	cell-0	env-0.0	1.3627579	1.9263119	30	5	0
T14	C1	cell-0	env-0.0	-1.125764	-0.9278468	31	5	1
T14	C1	cell-0	env-0.0	0.6863584	0.9378197	31	5	1
T14	C1	cell-0	env-0.0	-1.1580274	-0.7143426	31	5	1
T14	C1	cell-0	env-0.0	-0.9701037	-0.5860145	31	5	1
T14	C1	cell-0	env-0.0	-0.5206709	-0.2716138	31	5	1
T14	C1	cell-0	env-0.0	0.285016400000001	0.6407259	31	5	1
T14	C1	cell-0	env-0.0	0.2705201	0.407382100000001	31	5	1
T14	C1	cell-0	env-0.0	0.3659157	0.8454962	31	5	1
T14	C1	cell-0	env-0.0	1.1313517	1.474728	31	5	1
T14	C1	cell-0	env-0.0	1.1798178	1.3784707	31	5	1
T14	C1	cell-0	env-0.0	2.0496825	2.2264795	31	5	1
T14	C1	cell-0	env-0.0	-2.6517068	-2.0980522	31	5	1
T14	C1	cell-0	env-0.0	-0.1994099	0.00157769999999979	31	5	1
T14	C1	cell-0	env-0.0	-0.0115358000000003	0.3148811	31	5	1
T14	C1	cell-0	env-0.0	1.5554085	1.6927057	31	5	1
T14	C1	cell-0	env-0.0	-0.9757435	-0.6552866	31	5	1
T14	C1	cell-0	env-0.0	0.5207605	0.8177492	31	5	1
T14	C1	cell-0	env-0.0	0.1530401	0.452138499999999	31	5	1
T14	C1	cell-0	env-0.0	1.2736346	1.5315577	31	5	1
T14	C1	cell-0	env-0.0	0.566317	0.7650615	31	5	1
T14	C1	cell-0	env-0.0	1.0567592	1.1505003	32	5	2
T14	C1	cell-0	env-0.0	0.624022700000001	0.7189017	32	5	2
T14	C1	cell-0	env-0.0	1.5429901	1.6924281	32	5	2
T14	C1	cell-0	env-0.0	0.0709115999999998	0.5310919	32	5	2
T14	C1	cell-0	env-0.0	-1.0818121	-0.8660941	32	5	2
T14	C1	cell-0	env-0.0	1.0514093	1.1734731	32	5	2
T14	C1	cell-0	env-0.0	0.874940500000001	1.1283624	32	5	2
T14	C1	cell-0	env-0.0	0.0187973999999994	0.3585728	32	5	2
T14	C1	cell-0	env-0.0	2.4668704	2.6774868	32	5	2
T14	C1	cell-0	env-0.0	1.6312607	2.0660376	32	5	2
T14	C1	cell-0	env-0.0	-0.3360901	0.0175965000000004	32	5	2
T14	C1	cell-0	env-0.0	1.2205371	1.4957939	32	5	2
T14	C1	cell-0	env-0.0	-1.9911758	-1.9094932	32	5	2
T14	C1	cell-0	env-0.0	-0.7870496	-0.6087578	32	5	2
T14	C1	cell-0	env-0.0	0.280804	0.6750209	32	5	2
T14	C1	cell-0	env-0.0	-0.0708443999999996	0.1143515	32	5	2
T14	C1	cell-0	env-0.0	-0.2727244	-0.180094	32	5	2
T14	C1	cell-0	env-0.0	-0.1662012	0.0206639000000002	32	5	2
T14	C1	cell-0	env-0.0	1.0876533	1.1961555	32	5	2
T14	C1	cell-0	env-0.0	0.1333775	0.445404	32	5	2
T14	C1	cell-0	env-0.0	-1.3680422	-1.0363929	33	5	3
T14	C1	cell-0	env-0.0	-0.7903475	-0.5961761	33	5	3
T14	C1	cell-0	env-0.0	0.9817296	1.227394	33	5	3
T14	C1	cell-0	env-0.0	-0.834257	-0.6413479	33	5	3
T14	C1	cell-0	env-0.0	-2.7397241	-2.4040932	33	5	3
T14	C1	cell-0	env-0.0	-0.120810300000001	0.5924685	33	5	3
T14	C1	cell-0	env-0.0	-0.0356950999999997	0.5319206	33	5	3
T14	C1	cell-0	env-0.0	0.0133272	0.2207871	33	5	3
T14	C1	cell-0	env-0.0	0.9625025	1.2261098	33	5	3
T14	C1	cell-0	env-0.0	0.135289	0.4488703	33	5	3
T14	C1	cell-0	env-0.0	-0.4045041	-0.0388358	33	5	3
T14	C1	cell-0	env-0.0	-1.0917624	-0.9900268	33	5	3
T14	C1	cell-0	env-0.0	2.1901265	2.50063	33	5	3
T14	C1	cell-0	env-0.0	0.3410901	0.5948558	33	5	3
T14	C1	cell-0	env-0.0	-1.1884335	-0.7633498	33	5	3
T14	C1	cell-0	env-0.0	1.1942089	1.5139777	33	5	3
T14	C1	cell-0	env-0.0	1.2415372	1.6025414	33	5	3
T14	C1	cell-0	env-0.0	1.5639433	2.1917676	33	5	3
T14	C1	cell-0	env-0.0	0.215035399999999	0.4158051	33	5	3
T14	C1	cell-0	env-0.0	2.6394973	3.0376067	33	5	3
T14	C1	cell-0	env-0.0	-1.3227593	-1.0375409	34	5	4
T14	C1	cell-0	env-0.0	-0.398274799999999	-0.00200960000000003	34	5	4
T14	C1	cell-0	env-0.0	2.8615635	3.190511	34	5	4
T14	C1	cell-0	env-0.0	-1.1871297	-0.8985515	34	5	4
T14	C1	cell-0	env-0.0	-0.612082600000001	-0.5169784	34	5	4
T14	C1	cell-0	env-0.0	0.9896474	1.1516328	34	5	4
T14	C1	cell-0	env-0.0	-0.402716600000001	0.1185838	34	5	4
T14	C1	cell-0	env-0.0	0.1172376	0.5812865	34	5	4
T14	C1	cell-0	env-0.0	-2.0070839	-1.677529	34	5	4
T14	C1	cell-0	env-0.0	0.9291821	1.0235757	34	5	4
T14	C1	cell-0	env-0.0	0.7208256	0.8136464	34	5	4
T14	C1	cell-0	env-0.0	1.9483481	2.3000956	34	5	4
T14	C1	cell-0	env-0.0	-0.7351648	-0.3718259	34	5	4
T14	C1	cell-0	env-0.0	1.528608	1.6413596	34	5	4
T14	C1	cell-0	env-0.0	0.00934180000000012	0.1996753	34	5	4
T14	C1	cell-0	env-0.0	-0.7321574	-0.2814159	34	5	4
T14	C1	cell-0	env-0.0	-0.9684282	-0.5928894	34	5	4
T14	C1	cell-0	env-0.0	-0.7899904	-0.3284791	34	5	4
T14	C1	cell-0	env-0.0	-0.4198034	-0.122845	34	5	4
T14	C1	cell-0	env-0.0	0.6764598	0.7241855	34	5	4
T14	C1	cell-0	env-0.0	-0.240597000000001	-0.0358982999999992	35	5	5
T14	C1	cell-0	env-0.0	-2.5565613	-2.2021594	35	5	5
T14	C1	cell-0	env-0.0	1.1277145	1.4474425	35	5	5
T14	C1	cell-0	env-0.0	-0.2363955	0.0676457000000002	35	5	5
T14	C1	cell-0	env-0.0	0.9541759	1.4892895	35	5	5
T14	C1	cell-0	env-0.0	-0.9555357	-0.757186700000001	35	5	5
T14	C1	cell-0	env-0.0	0.8201674	1.0398591	35	5	5
T14	C1	cell-0	env-0.0	-0.2289752	0.0280609000000003	35	5	5
T14	C1	cell-0	env-0.0	-0.1574673	0.274443999999999	35	5	5
T14	C1	cell-0	env-0.0	-1.8162374	-1.5581467	35	5	5
T14	C1	cell-0	env-0.0	-0.242594000000001	0.00253499999999995	35	5	5
T14	C1	cell-0	env-0.0	-0.197769799999999	0.1131263	35	5	5
T14	C1	cell-0	env-0.0	-0.5257963	-0.0728836000000002	35	5	5
T14	C1	cell-0	env-0.0	0.5987885	0.762458500000001	35	5	5
T14	C1	cell-0	env-0.0	0.797459900000001	0.7467447	35	5	5
T14	C1	cell-0	env-0.0	-1.3199192	-1.3235678	35	5	5
T14	C1	cell-0	env-0.0	0.9669754	1.1040892	35	5	5
T14	C1	cell-0	env-0.0	0.1142706	0.5286536	35	5	5
T14	C1	cell-0	env-0.0	-0.2340269	0.1521178	35	5	5
T14	C1	cell-0	env-0.0	-2.2054666	-1.9710941	35	5	5
T15	C1	cell-0	env-0.0	1.5336352	1.4070302	0	0	0
T15	C1	cell-0	env-0.0	0.4282198	0.1210932	0	0	0
T15	C1	cell-0	env-0.0	1.2979756	1.4905611	0	0	0
T15	C1	cell-0	env-0.0	0.8311587	0.8303955	0	0	0
T15	C1	cell-0	env-0.0	0.5298567	0.1950948	0	0	0
T15	C1	cell-0	env-0.0	2.1645407	1.8657577	0	0	0
T15	C1	cell-0	env-0.0	1.3900743	1.1243613	0	0	0
T15	C1	cell-0	env-0.0	0.2061096	0.0890398000000002	0	0	0
T15	C1	cell-0	env-0.0	1.0919926	1.0018637	0	0	0
T15	C1	cell-0	env-0.0	0.9857759	0.9348296	0	0	0
T15	C1	cell-0	env-0.0	1.9179044	1.9306345	0	0	0
T15	C1	cell-0	env-0.0	1.532587	1.3713614	0	0	0
T15	C1	cell-0	env-0.0	1.7773879	1.2825824	0	0	0
T15	C1	cell-0	env-0.0	0.4114299	0.4281364	0	0	0
T15	C1	cell-0	env-0.0	1.7640029	1.630613	0	0	0
T15	C1	cell-0	env-0.0	-0.5750894	-0.7073715	0	0	0
T15	C1	cell-0	env-0.0	1.4347544	1.6822444	0	0	0
T15	C1	cell-0	env-0.0	0.8750538	0.8370368	0	0	0
T15	C1	cell-0	env-0.0	1.6674336	1.6681819	0	0	0
T15	C1	cell-0	env-0.0	0.9377288	0.3751483	0	0	0
T15	C1	cell-0	env-0.0	-0.2669632	-0.3471933	1	0	1
T15	C1	cell-0	env-0.0	1.2996826	0.8071796	1	0	1
T15	C1	cell-0	env-0.0	0.9559471	1.3423724	1	0	1
T15	C1	cell-0	env-0.0	0.5475087	0.2660105	1	0	1
T15	C1	cell-0	env-0.0	1.0848179	0.948160200000001	1	0	1
T15	C1	cell-0	env-0.0	0.412414	0.4165762	1	0	1
T15	C1	cell-0	env-0.0	2.108923	1.9946998	1	0	1
T15	C1	cell-0	env-0.0	2.1382608	2.1129539	1	0	1
T15	C1	cell-0	env-0.0	-0.4476617	-0.4646614	1	0	1
T15	C1	cell-0	env-0.0	1.4313996	1.3522387	1	0	1
T15	C1	cell-0	env-0.0	0.573079800000001	0.3081903	1	0	1
T15	C1	cell-0	env-0.0	0.7944393	0.956139	1	0	1
T15	C1	cell-0	env-0.0	1.1793987	1.1809894	1	0	1
T15	C1	cell-0	env-0.0	-0.1134374	-0.1886835	1	0	1
T15	C1	cell-0	env-0.0	0.7041813	0.5657155	1	0	1
T15	C1	cell-0	env-0.0	0.8470154	0.5140844	1	0	1
T15	C1	cell-0	env-0.0	1.4420123	1.3060095	1	0	1
T15	C1	cell-0	env-0.0	0.8015604	0.6639374	1	0	1
T15	C1	cell-0	env-0.0	2.7388618	2.711901	1	0	1
T15	C1	cell-0	env-0.0	-0.4936719	-0.724876800000001	1	0	1
T15	C1	cell-0	env-0.0	1.3051799	1.0868219	2	0	2
T15	C1	cell-0	env-0.0	0.8224204	0.8153585	2	0	2
T15	C1	cell-0	env-0.0	1.5359428	1.9276831	2	0	2
T15	C1	cell-0	env-0.0	-1.0449822	-1.0297189	2	0	2
T15	C1	cell-0	env-0.0	1.4005051	1.25852	2	0	2
T15	C1	cell-0	env-0.0	0.4921701	0.0938827000000001	2	0	2
T15	C1	cell-0	env-0.0	0.2254276	0.00493969999999996	2	0	2
T15	C1	cell-0	env-0.0	0.7249294	0.8798696	2	0	2
T15	C1	cell-0	env-0.0	0.3779696	0.1635279	2	0	2
T15	C1	cell-0	env-0.0	1.4881798	1.48945	2	0	2
T15	C1	cell-0	env-0.0	1.8266384	1.8391805	2	0	2
T15	C1	cell-0	env-0.0	2.3218197	2.1917717	2	0	2
T15	C1	cell-0	env-0.0	1.5327732	1.1107427	2	0	2
T15	C1	cell-0	env-0.0	0.0785050999999998	-0.4495126	2	0	2
T15	C1	cell-0	env-0.0	1.1124448	1.1086468	2	0	2
T15	C1	cell-0	env-0.0	2.05005	2.0605521	2	0	2
T15	C1	cell-0	env-0.0	1.2645427	1.125949	2	0	2
T15	C1	cell-0	env-0.0	0.7266237	0.2913821	2	0	2
T15	C1	cell-0	env-0.0	1.4006819	0.7355269	2	0	2
T15	C1	cell-0	env-0.0	1.0692019	0.9292468	2	0	2
T15	C1	cell-0	env-0.0	-1.4321802	-1.6019997	3	0	3
T15	C1	cell-0	env-0.0	0.279808500000001	0.0842650000000003	3	0	3
T15	C1	cell-0	env-0.0	1.0427596	1.3757362	3	0	3
T15	C1	cell-0	env-0.0	2.2372174	2.2300666	3	0	3
T15	C1	cell-0	env-0.0	2.2385878	2.3493791	3	0	3
T15	C1	cell-0	env-0.0	2.6973092	2.4854856	3	0	3
T15	C1	cell-0	env-0.0	1.3147699	1.1968799	3	0	3
T15	C1	cell-0	env-0.0	1.328039	0.5988844	3	0	3
T15	C1	cell-0	env-0.0	0.9138413	0.7558605	3	0	3
T15	C1	cell-0	env-0.0	0.3441273	0.0306891999999999	3	0	3
